Gene Symbol	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3	mpc1_1	mpc1_2	mpc1_3	WT_starv_1	WT_starv_2
											
SAM50	8.7094	8.4495	9.08032	8.56347	8.52112	8.75308	9.00952	9.69258	9.45256	10.0225	9.74595
											
CRZ1	7.91595	7.67397	8.45402	9.09036	9.27589	9.78703	9.42073	8.8622	9.20211	9.38766	10.9301
											
KTR5	11.0154	7.48953	9.87252	9.17254	13.6436	9.32998	10.0251	7.60889	10.4076	5.62369	5.81121
											
SIW14	7.88141	7.97395	8.68686	9.24261	10.5377	9.59874	8.8185	8.86324	9.17906	9.09141	10.1265
											
YNL035C	9.37561	8.10091	9.90314	9.56989	9.11884	8.484	9.1967	8.73335	9.4465	8.82548	9.24558
											
NCE103	1.1505	2.7524	1.26673	21.2228	3.49253	17.0035	25.7206	12.9775	12.3146	0.832038	1.26669
											
IDH1	9.28066	11.7204	10.0547	9.33028	11.1942	8.93955	8.01012	8.61265	8.11173	7.74154	7.0042
											
GPI15	8.89639	8.12703	7.79654	9.68139	10.4655	10.3268	8.75174	9.87511	8.53766	8.52377	9.01811
											
BDP1	8.79182	8.57954	9.03208	9.05712	11.039	9.14203	9.23007	9.32539	9.0901	8.3504	8.36249
											
YNL040W	8.29742	8.29927	9.07029	11.0118	10.1385	11.7743	7.94721	7.21527	7.84692	9.46715	8.93193
											
COG6	8.8579	8.1486	8.55639	9.0891	9.93492	9.33306	9.38365	9.39155	9.75884	8.84475	8.70125
											
BOP3	8.82504	8.60657	7.55926	7.3061	8.08509	7.76213	11.1908	11.2694	10.242	9.91603	9.23752
											
YIP3	11.9916	9.96941	11.4438	9.52581	10.2886	9.14161	8.19981	7.61381	7.36342	7.16699	7.29514
											
LAP2	8.29824	8.21558	8.4503	8.98811	8.63272	9.49279	8.89341	9.01583	8.72062	10.5819	10.7105
											
SLM2	10.4887	9.71272	9.94549	9.21716	10.0153	9.42576	9.66542	8.77464	9.14642	7.22458	6.38387
											
ALG11	8.12105	7.98708	9.56377	8.97694	7.99832	9.19651	9.49778	10.2041	9.86385	9.21532	9.37529
											
SFB2	9.45633	9.30765	8.86382	8.58642	8.41765	9.01743	8.57658	10.0321	8.57427	10.0847	9.0831
											
YNL050C	10.4	8.34838	10.0511	8.1	9.65584	8.41162	9.20575	8.68799	10.0213	8.12628	8.99167
											
COG5	8.95267	8.88882	9.74315	9.04866	9.9676	9.63579	9.45518	9.42777	9.07182	7.60037	8.20817
											
COX5A	11.9677	10.8357	12.0943	1.52536	1.91336	1.23482	12.6479	10.9549	10.9349	12.2142	13.6768
											
MSG5	11.6183	10.0555	10.4759	9.5142	10.7736	10.7363	10.7682	10.1775	9.8927	3.00144	2.98641
											
VAC7	10.0274	9.22449	8.95321	9.08152	9.73475	10.2208	9.49168	8.83821	8.83121	8.03839	7.55828
											
YNL054W-B	13.3556	12.0838	12.5045	4.23896	5.25359	3.87003	15.4688	12.764	15.7681	2.19733	2.49509
											
POR1	9.62166	15.4942	10.4712	4.79212	4.6157	4.25348	10.2336	10.469	10.5863	9.71847	9.74431
											
OCA2	8.15864	7.94162	8.68174	10.6665	11.3679	11.4157	8.92858	8.92043	8.4184	7.69466	7.80587
											
YNL058C	11.6778	9.78391	10.9222	9.55769	11.3203	9.71467	9.30176	8.84802	9.80239	3.68281	5.38842
											
ARP5	8.61948	8.1005	8.2968	9.0702	8.9291	9.60425	9.10363	9.65809	9.63624	9.62782	9.35389
											
NOP2	9.15203	8.56506	10.1725	8.90985	8.0517	8.55558	9.43981	8.82199	9.96646	8.6083	9.7567
											
GCD10	10.1524	8.84449	9.56284	8.76789	10.4046	9.25572	9.49322	8.283	9.19483	7.69151	8.34946
											
MTQ1	11.5437	10.3865	10.8155	5.97093	6.48992	5.64986	11.0221	9.95596	10.1558	9.63091	8.37882
											
YDJ1	9.80593	9.15194	9.62324	9.55091	9.38007	9.74221	8.43052	8.51276	8.94872	8.36449	8.4892
											
SUN4	3.63367	7.03773	8.04137	13.2456	1.01559	9.66353	6.88936	9.88993	10.8317	15.7566	13.9949
											
RPL9B	8.2238	7.52786	8.45166	7.8477	9.62944	8.5791	9.89842	9.73106	10.4376	9.58952	10.0838
											
FKH2	9.56049	8.56471	9.31874	7.83178	9.3218	8.0684	9.79482	9.86785	10.4296	8.30132	8.94048
											
RPL16B	11.4216	8.89833	9.70834	7.59436	8.57557	7.86813	9.47645	8.65415	9.84244	9.17003	8.79057
											
LAT1	9.1532	10.0765	8.88258	7.60398	8.27297	7.67609	9.80133	10.1191	10.0241	9.56816	8.82193
											
RNH201	10.9397	11.6752	13.2031	11.3702	8.8249	10.9403	9.77741	9.78671	9.47121	2.1745	1.8367
											
MSK1	9.85757	9.91225	10.87	8.60056	6.47722	8.63008	9.24631	9.52822	9.55198	8.81903	8.50679
											
MLF3	12.9219	9.37505	10.7281	10.4312	13.6964	12.2493	10.1204	8.92322	9.97504	0.710301	0.869059
											
IMP4	9.5388	9.10336	10.2929	10.0982	9.25064	9.45916	9.11651	8.86416	8.92746	7.35699	7.99189
											
MKS1	7.70268	6.73337	7.13588	9.0892	11.3262	10.0994	8.54711	8.87431	8.75418	11.2306	10.507
											
APJ1	4.85166	5.67493	5.75471	9.91561	7.17054	9.98114	6.10045	6.94091	6.49132	18.2212	18.8975
											
TPM1	10.3498	9.72381	8.09494	7.90022	8.70254	8.47644	10.6868	8.84366	8.81016	8.52173	9.88992
											
EOS1	8.87225	8.34133	7.75467	9.85322	11.21	8.92489	8.95985	9.75817	9.5141	9.37475	7.43673
											
SWS2	11.4004	9.53191	12.1501	4.29733	5.79677	4.78642	10.1974	10.7467	12.1676	9.81561	9.10979
											
PMS1	8.85896	7.96575	9.03747	9.47845	12.4028	9.82255	9.91488	8.77103	9.58799	6.80813	7.35201
											
SAL1	13.6538	11.6016	12.0538	6.99221	8.48706	7.44606	11.3894	10.3971	11.7259	3.29662	2.95638
											
END3	9.23262	8.56781	9.492	8.48452	8.66446	8.6891	8.99006	8.96999	9.14354	9.58871	10.1772
											
MKT1	12.1521	10.95	10.841	12.4906	12.6526	12.9168	8.98422	8.37203	7.87027	1.44298	1.32738
											
SNN1	9.07132	8.11799	9.06177	8.15627	9.75971	8.53375	9.67096	8.91985	9.3525	9.36091	9.99498
											
TCB2	9.62707	8.1906	9.49171	9.57235	11.0486	10.1579	8.95715	9.82511	9.05203	7.50015	6.57732
											
TOP2	9.48762	8.41947	9.13595	9.61543	9.41602	10.318	8.51541	8.57277	8.73436	8.8883	8.89662
											
RHO2	8.30402	9.03244	10.2864	11.4043	7.80061	11.0505	8.38151	9.51106	9.15948	7.42097	7.64871
											
NST1	9.62764	8.33418	8.86323	9.03532	10.1831	9.62255	9.26476	9.34667	9.07121	8.41271	8.23859
											
YNL092W	8.69698	8.99041	8.47462	12.0505	11.7563	12.5378	8.04718	8.1875	7.89237	7.31164	6.05468
											
YPT53	4.76556	5.47656	5.96367	7.30546	7.42199	8.02948	3.84645	5.19985	4.28122	23.4386	24.2712
											
APP1	9.53008	8.46088	9.01102	8.033	9.17145	8.3934	9.44793	9.18967	9.78175	9.55917	9.42166
											
YNL095C	6.44838	6.36294	6.26695	17.7828	19.9273	16.8688	6.13666	6.64729	5.99961	3.58419	3.97507
											
RPS7B	8.72129	13.2305	8.34579	8.81018	8.75776	7.86202	8.3842	8.44834	9.0852	9.5458	8.80892
											
PHO23	8.15757	7.5945	8.52592	11.2561	8.02866	9.6668	9.37311	9.159	9.82442	8.40526	10.0087
											
RAS2	8.498	7.14429	8.38585	11.4363	12.7423	11.6023	8.34893	7.58932	7.55664	7.94616	8.75001
											
OCA1	8.17076	8.61977	8.32877	11.121	9.31129	10.7931	8.38246	9.02428	8.63306	8.91222	8.7032
											
AIM37	10.1262	10.2505	11.0912	4.6009	4.15496	4.39893	11.0025	11.7382	10.5722	11.2826	10.7818
											
AVT4	11.2541	9.86867	10.6107	10.0401	11.1913	8.86183	10.0162	9.88186	9.58731	4.51118	4.17688
											
POL1	10.255	9.55289	10.2491	9.84797	10.4369	10.1002	10.2105	9.89293	9.85434	4.86247	4.73777
											
MET4	8.37521	9.08054	7.15539	9.07173	8.4357	10.8936	9.79953	11.1581	9.94958	8.9272	7.15344
											
LEU4	7.48327	6.48562	7.08571	6.44174	6.61176	6.48995	11.2129	11.2781	11.3094	12.8151	12.7865
											
INP52	8.712	8.14495	8.75405	9.35443	9.78099	9.32813	9.18547	9.11429	9.36853	9.07021	9.18695
											
YAF9	7.74998	8.34317	8.41927	9.6107	11.1013	9.20432	9.08321	9.8889	9.08919	8.62142	8.8885
											
YNL108C	9.76586	8.39123	8.98405	9.16266	10.8822	9.22056	9.1701	8.95609	9.08235	8.34725	8.03763
											
NOP15	10.8312	7.44677	9.32284	8.538	9.41341	9.94886	9.74313	8.52263	9.61079	8.02556	8.59683
											
CYB5	8.98913	7.4314	9.23353	10.392	13.2256	10.9717	7.92927	7.92951	7.17548	7.94416	8.77826
											
DBP2	10.7923	9.06053	10.5716	8.36826	9.54576	8.33895	9.50238	8.60181	9.36736	7.47578	8.37528
											
RPC19	10.0569	11.696	9.25141	12.8826	8.3683	11.0573	9.44589	9.86392	7.82906	4.47942	5.06919
											
YNL115C	7.88466	7.2403	8.17817	10.0797	11.1455	9.7157	7.23703	7.01049	6.86946	12.1341	12.5049
											
DMA2	9.01539	7.97875	8.92345	10.0594	10.8021	10.1674	9.22236	8.79335	8.40885	8.2882	8.34076
											
MLS1	1.20516	2.38202	2.40142	0.809714	1.08843	0.811523	2.00145	3.31235	3.56456	47.067	35.3564
											
DCP2	8.71982	8.27853	8.74476	9.16613	10.1329	9.48816	9.39111	9.26088	9.05107	8.69195	9.07464
											
NCS2	9.08871	8.30576	8.87594	9.36576	10.0761	9.35152	9.78355	8.66702	9.72196	8.06542	8.69825
											
TOM70	9.57903	8.58145	9.75438	8.82179	8.72524	8.41445	9.42746	9.3817	9.33578	8.73163	9.24709
											
NMA111	10.3548	8.78709	9.9953	10.193	11.0567	10.1022	8.85097	8.36523	8.70272	6.69319	6.89891
											
NAF1	9.54045	7.71132	8.56624	8.65636	10.5348	8.97271	10.3581	8.80645	9.92102	7.91033	9.02221
											
ESBP6	9.93626	8.053	9.07444	8.30944	10.0379	10.3705	9.14187	9.48709	11.4309	7.40469	6.75388
											
SPC98	8.91412	7.69464	8.40111	9.37803	13.8689	10.2335	8.83998	8.06521	8.18691	8.43541	7.98212
											
FAR11	8.44871	8.36918	8.47264	9.36822	9.87864	9.48977	8.70535	8.97545	8.54535	10.1232	9.62346
											
NRK1	7.89685	7.42477	7.47483	8.40004	8.94543	8.19261	11.5309	11.9665	10.9486	9.09396	8.12557
											
CPT1	11.1234	9.12222	11.3117	9.30276	10.0249	8.63442	8.61578	8.29968	9.05569	7.20027	7.30919
											
TOM22	10.4296	9.29759	10.0124	7.9375	10.675	7.62453	9.36076	7.39997	9.76947	7.70301	9.79025
											
KRE33	9.46785	8.93155	9.46739	9.64228	10.4263	9.49457	8.60489	8.904	8.09921	8.67909	8.28286
											
FYV6	10.4483	7.52513	8.46413	7.87754	8.74039	8.45012	9.96875	8.17662	10.1785	9.38715	10.7833
											
YNL134C	13.4703	13.095	14.1303	4.09392	4.14843	4.06813	8.2747	11.7375	9.45685	9.37317	8.15172
											
FPR1	7.00202	12.6342	8.17317	12.6977	8.57933	11.1175	7.58672	8.71809	7.96751	8.48635	7.03735
											
EAF7	10.1076	9.00061	8.76039	9.44273	9.85344	10.6083	9.10731	9.20826	8.98802	7.94762	6.97568
											
NAM9	11.9634	11.4917	11.2619	5.42227	5.68802	5.72382	10.2643	10.6881	9.79948	9.16749	8.52959
											
SRV2	10.8836	9.13692	10.0275	9.36541	10.9763	9.3926	7.92838	8.41171	7.99026	8.09138	7.79591
											
YSF3	8.97672	7.30829	7.84697	8.76769	10.6684	9.45862	9.22624	9.05316	9.57337	9.44731	9.67327
											
THO2	8.51122	8.08169	8.8571	9.62696	10.314	9.71028	9.11663	9.22225	9.05301	8.91527	8.59156
											
AAH1	10.8991	11.381	11.7779	12.2288	8.18694	11.4928	10.4584	10.3627	10.5949	1.34645	1.27101
											
YNL144C	9.83943	10.0386	11.0589	10.8916	12.6006	10.7881	8.64973	9.2556	8.66701	4.15233	4.0581
											
LSM7	10.9255	8.24847	8.96593	9.08936	9.47693	9.24396	9.96743	7.68284	9.24808	8.58105	8.57048
											
ALF1	8.166	8.04783	7.81206	11.1032	12.9638	10.837	7.97205	8.67057	8.37408	8.14718	7.9063
											
PGA2	8.8793	7.13345	8.08733	10.7535	12.0241	10.6155	8.97433	8.67008	8.50447	8.41827	7.93969
											
RPC31	10.7552	9.63964	9.67649	7.97399	8.99918	8.62106	8.7912	9.00249	9.4951	8.54968	8.49601
											
INN1	8.71584	8.15449	8.83614	9.00695	10.6546	9.73495	9.06866	9.64039	9.25073	8.43956	8.49766
											
GIM3	11.2956	8.88732	7.50275	8.64529	8.88435	8.74566	10.3692	7.61632	9.37657	7.55744	11.1195
											
YCK2	9.70744	8.15053	8.96708	8.89792	10.0918	9.20846	9.24268	9.27392	8.90272	8.91614	8.64133
											
YNL155W	11.9562	10.7167	11.5397	10.0025	10.9453	10.1579	8.63471	8.22757	8.22583	4.74616	4.84742
											
NSG2	8.24457	8.02691	8.42528	9.14616	8.23461	9.9098	8.67953	8.80603	8.53886	10.393	11.5953
											
IGO1	8.75725	8.6064	8.27526	8.67718	8.66366	9.65123	9.47207	10.6045	9.28956	9.21604	8.78682
											
PGA1	9.08861	7.97544	9.16747	10.7508	11.7303	10.5985	8.57686	8.15939	8.10617	7.79432	8.05205
											
ASI2	9.50049	10.1831	10.1966	10.8601	12.2286	10.5127	9.20227	10.039	9.57039	3.9902	3.71648
											
YGP1	7.44199	9.60983	9.74444	6.569	8.04347	6.04842	10.9183	11.4496	9.10955	10.1273	10.9382
											
CBK1	9.53947	8.80119	8.87676	8.5686	9.56073	8.83467	9.78849	9.9835	9.47104	8.68026	7.89528
											
RIA1	8.3986	8.22385	9.14019	10.4679	9.3477	10.0426	8.92568	8.96597	8.85057	8.48595	9.15096
											
IBD2	9.84052	6.19438	9.15327	8.79369	12.3654	8.56582	9.77333	7.16512	11.2738	7.71783	9.15687
											
YNL165W	6.30228	6.78776	7.88044	11.9809	15.4389	10.9024	8.01871	9.90875	6.13473	9.05446	7.59068
											
BNI5	10.383	9.801	9.0067	9.86695	9.94035	10.692	8.77832	9.43932	8.75623	7.01323	6.3229
											
SKO1	9.68577	8.78038	9.48101	8.12706	9.46104	8.92981	9.46426	9.68585	9.81684	8.20632	8.36165
											
FMP41	9.22538	9.15044	10.1136	8.78197	10.3537	8.73816	8.06805	8.63204	8.26501	9.29921	9.37244
											
PSD1	10.511	10.4259	10.5796	6.68065	6.8151	6.67899	9.74926	10.8461	9.48552	9.63567	8.59224
											
APC1	8.60922	9.39533	9.11309	9.95384	10.1115	10.3197	8.5992	9.99338	8.63727	8.07608	7.19144
											
MDG1	9.44372	8.51093	8.92049	8.68708	9.94435	9.81452	8.01109	8.74897	8.09524	10.5148	9.30884
											
NOP13	11.2323	9.86947	10.3163	8.77005	8.76405	8.86709	8.94588	8.44185	9.73938	7.42265	7.63095
											
TDA7	9.13603	9.05387	8.95178	10.5585	11.975	10.2375	8.93828	9.16755	9.85231	6.44627	5.68294
											
MRPL22	11.1822	10.1337	11.3371	5.73702	6.13854	5.7949	10.7239	9.8644	10.7804	9.36922	8.93863
											
RPS3	9.28805	13.7196	8.75932	8.79267	7.89288	7.66486	8.92009	8.30318	8.83864	9.45692	8.36383
											
RHO5	4.81298	6.83094	5.78463	9.78065	6.13243	8.64267	12.0164	11.6439	11.0141	11.2962	12.0452
											
YNL181W	9.06391	7.53276	9.04006	9.93643	10.6153	9.21448	9.68766	8.77928	8.91364	8.43739	8.77904
											
IPI3	10.0204	8.94669	10.1498	9.1704	10.3168	8.73532	8.57137	8.27935	8.51869	8.10704	9.18414
											
NPR1	7.26852	8.01907	8.65798	9.97274	7.98138	8.48602	9.40205	10.295	10.0069	10.1549	9.75536
											
MRPL19	11.1033	11.0334	12.1558	4.73546	6.26405	4.43478	9.93685	10.6342	10.4275	9.3942	9.88045
											
UBP10	10.1438	9.02544	9.22063	9.70379	10.9881	10.0829	9.17137	8.89799	8.94174	7.17556	6.64869
											
KAR1	7.63292	6.88144	8.06362	8.47376	10.8775	9.77069	9.01041	9.69418	9.73377	10.1075	9.75423
											
SRP1	8.60062	8.60812	10.114	10.3289	7.87406	9.99227	8.53491	8.82329	8.88123	8.72958	9.51295
											
DUG3	9.01559	7.9742	8.61976	9.61056	11.0637	9.7514	8.7874	8.18039	8.60117	9.04424	9.35158
											
CHS1	10.9581	10.385	10.5836	9.07854	9.28535	9.00238	8.6291	8.46198	8.76853	7.26571	7.58168
											
YNL193W	9.03506	8.16308	8.90242	8.38209	9.50364	8.49709	9.89349	8.83425	9.25884	9.10329	10.4268
											
YNL194C	0.510422	0.818267	1.00433	2.79366	3.68959	3.29599	0.792442	2.14327	1.79818	44.4926	38.6612
											
YNL195C	0.402464	0.776902	0.825417	1.86358	1.06756	1.65371	0.507529	1.90795	2.11759	42.641	46.2364
											
WHI3	8.01134	9.29987	9.7704	10.5503	7.58256	10.3734	9.43819	10.4895	10.1022	7.35449	7.02782
											
GCR2	9.47887	8.35651	9.09851	8.87722	10.5654	9.27111	9.61374	9.47486	9.45874	7.91248	7.89256
											
YNL200C	6.89495	7.50899	8.55963	10.4982	11.1691	11.3728	6.22579	7.33535	6.22281	12.2696	11.9427
											
PSY2	8.80865	8.61837	9.43222	10.4776	9.59956	10.281	9.63697	9.3363	8.99572	7.09211	7.72142
											
SPS19	7.18781	7.4615	7.08263	11.5199	9.2127	12.192	5.4174	5.45303	4.97599	14.6182	14.8789
											
RTT106	8.43126	7.88633	9.2049	8.82305	9.95687	8.79196	9.72603	9.12346	9.44823	8.70481	9.90309
											
RIO2	12.1618	8.75569	10.0496	8.46335	10.2	9.22099	9.41659	8.45865	9.70734	6.67156	6.89456
											
YNL208W	8.50477	7.04506	8.2584	10.3648	12.9168	11.0586	7.58167	7.69399	7.8425	9.26567	9.46782
											
SSB2	10.2423	11.7096	9.01838	8.401	9.00874	8.9299	8.54227	9.05572	9.0406	8.42494	7.62665
											
VID27	9.51583	8.00841	8.72518	8.95115	9.99742	9.57979	8.67817	8.59671	8.76852	9.50904	9.66978
											
RRG9	12.3026	8.87811	7.44941	7.55894	7.84468	9.89007	11.8024	8.56814	11.5899	8.10555	6.01019
											
PEX17	8.745	8.54964	8.25067	9.31502	9.7954	9.84775	8.39783	8.97595	7.54159	10.5999	9.9812
											
IES2	8.54796	8.74902	8.30643	9.3271	10.3012	9.82446	8.28915	9.48205	8.322	9.88786	8.96279
											
RAP1	8.57382	8.11212	8.25979	9.07683	9.71931	8.97622	8.97452	9.45835	9.12518	10.0626	9.66126
											
MGS1	9.24269	8.90852	8.78068	10.4909	11.1038	10.8245	8.37757	9.04932	8.69503	7.82922	6.69772
											
ALG9	7.67593	7.61883	8.66561	10.2058	8.58729	10.1893	9.23552	9.64513	9.84115	9.33098	9.00451
											
ADE12	6.42374	6.14894	6.40754	6.07314	6.24047	6.40736	11.8185	13.0657	11.7496	13.3504	12.3146
											
POP1	9.10964	8.72892	9.08659	9.99545	9.33135	10.2226	8.79065	8.52422	9.12	8.57631	8.51425
											
SSU72	7.80118	8.16174	9.5958	8.77729	9.8335	8.43324	9.19881	9.43192	9.55347	9.08435	10.1287
											
ATG4	7.73516	8.44315	9.61894	11.2532	8.40737	11.4434	7.56784	9.24424	7.96905	9.29813	9.01945
											
SQS1	10.9959	10.6672	10.1682	10.435	11.4751	10.4451	8.40213	8.76404	8.26947	5.28115	5.09669
											
CNM67	9.19691	8.6925	9.42651	9.11983	7.91496	9.37926	9.41038	9.69969	9.43767	8.77279	8.9495
											
JJJ1	8.99451	7.95402	8.63513	9.49125	10.413	10.4586	8.6395	8.5642	9.19847	8.70199	8.94931
											
URE2	8.93065	8.36932	8.67669	8.22773	9.38581	8.70128	10.0639	9.31572	9.66315	9.10481	9.5609
											
ELA1	9.57777	7.94887	7.69929	10.0235	10.4606	10.8704	9.14836	8.95001	8.65702	8.70381	7.96035
											
PDR16	9.16354	7.719	8.35946	12.3434	13.754	12.4379	7.65431	7.44383	6.50449	7.37773	7.24238
											
CSL4	9.08679	8.70346	9.65828	10.226	7.99017	10.0657	8.70694	8.6544	8.86258	8.40925	9.63643
											
BNI4	9.571	8.99254	9.4204	8.6879	10.4237	9.20514	9.93892	10.0107	10.0722	6.74259	6.93492
											
SIN4	7.66614	7.66613	8.05635	9.1971	8.95233	10.0446	9.32478	9.8057	9.42091	10.1126	9.75338
											
YTP1	10.5799	13.0358	14.164	8.78601	8.14549	10.6376	8.09664	7.81972	5.39396	5.80206	7.53876
											
KEX2	8.26161	9.3583	9.65187	9.52758	7.03062	10.3078	9.06815	9.88703	9.41513	8.87989	8.61206
											
LAP3	7.96736	6.77711	7.59436	9.93283	10.8141	11.2577	8.24373	7.81248	8.30557	9.87943	11.4153
											
NAR1	8.33317	7.85406	7.93398	10.0776	8.70893	10.3308	10.5926	9.50173	10.5437	8.4415	7.68185
											
ZWF1	9.34611	8.73885	8.93918	9.45337	9.82418	9.47057	9.14173	9.57389	8.06283	8.83921	8.61007
											
ATG2	10.7459	9.91388	10.6613	8.41711	9.46694	8.68303	9.35032	9.5716	9.2235	7.01797	6.94852
											
SLA2	10.1869	9.34135	10.2471	8.07186	8.89409	8.02703	9.1815	9.08235	9.06291	8.74358	9.16128
											
SUI1	9.58211	9.1738	9.6155	9.32798	6.10061	9.75915	9.56266	8.91061	9.78624	9.09324	9.0881
											
CWC25	9.58774	7.21464	8.94876	9.43133	12.2078	9.65427	9.06938	7.88671	9.85247	7.49509	8.65179
											
VPS75	8.82745	8.48673	9.44232	9.43125	8.17126	9.15223	8.93615	8.93947	8.87734	9.74963	9.98616
											
YNL247W	10.9791	7.87226	8.72243	7.5868	8.1937	8.54219	10.1083	9.15606	10.2575	9.15742	9.42419
											
RPA49	11.3236	8.4179	9.73688	8.30359	9.49099	8.54085	9.23313	8.2957	9.24225	8.65037	8.76469
											
MPA43	10.137	8.95298	9.5448	7.73472	8.2022	8.30126	9.46199	9.32621	10.0721	9.26053	9.00621
											
RAD50	9.24295	8.23097	8.56671	9.06249	10.3525	9.76776	8.76125	8.75874	8.8191	9.08658	9.35097
											
NRD1	8.90954	8.46852	9.1906	9.42609	9.27425	9.6137	9.15063	9.40312	9.48685	8.40989	8.6668
											
MRPL17	12.918	9.57326	10.3824	5.56382	6.02934	6.06254	11.4624	9.49002	11.2905	8.40401	8.8237
											
TEX1	6.8361	8.75378	9.39666	11.3146	6.44264	11.0401	9.03698	9.00957	9.37278	9.05465	9.74219
											
RTC4	9.54351	8.94825	8.99526	10.1981	12.775	10.6981	9.12369	8.76682	8.7831	6.11099	6.0572
											
GIS2	5.62085	11.2298	9.36892	14.736	2.21968	10.5961	8.46791	10.7806	9.76119	8.31304	8.90587
											
FOL1	8.7524	8.03634	8.5854	8.9618	9.67171	9.41823	9.05716	9.00002	8.94696	9.7075	9.86248
											
SIP3	8.82466	8.06833	9.132	9.76826	10.5622	10.1536	9.7331	9.95179	9.39707	7.4303	6.9787
											
DSL1	9.1323	8.29275	9.10385	9.13303	10.082	9.84519	9.43579	8.93359	8.92593	8.48833	8.62727
											
ATX1	10.0655	8.24087	9.8603	11.8695	10.3796	10.3546	8.44578	8.59445	7.82727	6.65429	7.70785
											
YNL260C	8.1859	12.4598	7.02772	11.0191	7.02773	13.2739	7.61272	12.306	7.08735	9.27555	4.72422
											
ORC5	10.0822	8.7445	9.60025	8.68617	9.77255	8.57292	9.91522	9.41186	9.32795	8.10326	7.78312
											
POL2	10.4693	9.75594	10.7204	10.2445	9.92536	10.0342	9.63679	9.12389	9.33709	5.28824	5.46423
											
YIF1	9.56233	8.486	9.51749	8.83202	9.91179	9.27839	9.4636	8.92792	8.84813	8.63199	8.54034
											
PDR17	8.76867	8.20745	8.77204	9.59002	10.0304	10.0181	8.62395	9.58113	8.68925	9.26767	8.45132
											
IST1	6.78526	10.8803	11.2426	12.1665	3.05674	12.2408	7.86827	9.54483	8.04495	9.07511	9.09461
											
PIK1	9.14441	7.97724	8.75396	8.72917	9.90411	9.51679	9.23112	9.2863	9.16298	9.15414	9.1398
											
LYP1	11.5992	9.84756	10.7658	9.18817	10.5443	10.0173	10.0176	9.5155	9.59162	4.71446	4.19847
											
BNI1	8.85204	8.56028	8.56223	9.37855	9.83913	9.76604	9.50994	9.84247	9.34864	8.57971	7.76097
											
SEC2	8.04535	9.09119	8.55504	9.23405	8.90975	8.94749	9.88072	9.62924	9.09478	9.36839	9.24399
											
TOF1	9.10635	8.78109	9.20835	10.1276	11.2714	10.4894	9.42475	8.90991	9.32535	6.67299	6.68278
											
GOR1	9.02479	9.99905	10.8069	9.12098	7.92532	9.2759	9.07776	8.61633	8.82117	8.147	9.18475
											
MET2	7.65132	8.07651	8.85541	10.3241	11.355	10.6954	9.10834	9.79316	9.65082	7.29349	7.19641
											
CAF120	8.66096	8.28687	8.31129	9.16917	9.31284	10.3752	9.3217	8.93674	8.97548	9.30265	9.34709
											
ERG24	7.48255	8.1802	8.1209	13.4838	9.4356	12.8775	7.33092	8.4765	8.078	8.54386	7.99008
											
HCH1	9.31074	7.4413	9.1835	8.61167	10.7563	8.93654	9.40215	7.98569	9.42641	8.55569	10.39
											
POP3	9.31716	8.62879	9.93457	10.043	10.2256	10.1475	8.58427	8.85477	8.7502	8.31943	7.19478
											
WSC2	9.98905	12.9651	13.8563	10.1678	3.81315	10.7911	10.1774	10.36	10.7744	3.32746	3.77815
											
MRPL10	11.6192	10.5394	10.5061	5.39926	5.83578	5.7103	10.5021	10.8787	10.348	9.81005	8.85105
											
CUS2	8.19978	9.11488	9.73962	10.953	7.08306	10.5058	8.25933	9.0075	8.7224	9.05181	9.36278
											
SEC21	9.83621	8.92885	9.6969	8.6313	8.36451	8.95652	9.42571	9.19528	9.05502	9.00159	8.90812
											
CAF40	7.99838	8.90314	8.83651	9.72154	7.32725	8.97387	8.91413	9.69927	8.64041	10.7922	10.1933
											
RFC3	9.50191	8.39176	9.62868	8.14582	9.13664	8.75669	9.46803	8.90423	9.70672	8.8544	9.50512
											
MID1	6.68566	12.9294	10.7171	18.1869	1.71595	13.9906	5.94072	11.1784	8.80722	5.21925	4.62886
											
PUS4	9.42675	10.3541	9.00655	9.10382	8.82823	8.93178	8.53708	10.4472	7.68475	9.38553	8.29426
											
MSB3	8.67962	7.96773	9.03313	8.23633	9.67341	9.04353	9.2493	9.33657	8.95601	9.93759	9.88678
											
RIM21	12.1809	10.3001	10.1428	8.65512	10.2446	10.8028	7.47578	8.91244	9.71201	5.87772	5.69579
											
YNL295W	6.74957	10.9771	6.33499	6.15728	7.24187	6.95302	15.0387	13.8922	11.7667	8.81697	6.0716
											
MON2	8.14652	8.06882	8.63654	9.90863	9.5056	9.92733	8.9761	8.97274	8.978	9.48797	9.39174
											
CLA4	7.69321	8.67907	9.06286	10.2997	6.9568	9.63081	11.0303	10.9009	11.0484	7.3985	7.29945
											
RPL18B	10.2949	11.9757	9.83338	9.26863	8.12139	7.8263	8.83773	8.80136	8.36738	8.79082	7.88244
											
RPS19B	10.2214	12.2579	8.75335	7.96504	8.02833	7.71959	9.18735	8.0997	9.40717	9.30813	9.05206
											
YPT11	8.57654	8.14922	8.80077	10.0622	10.6245	9.79665	9.70771	9.65652	9.07837	7.8271	7.72039
											
BXI1	7.19919	10.1872	10.3157	12.2637	6.86759	9.97268	8.35471	10.4	7.43784	8.10947	8.89187
											
