	WT_126_sn scaled	WT_127n_sn scaled	WT_127c_sn scaled	WT_128n_sn scaled	mct1_128c_sn scaled	mct1_129n_sn scaled	mct1_129c_sn scaled	mct1_130n_sn scaled	sit4_130c_sn scaled	sit4_131_sn scaled	sit4_131c_sn scaled	sit4_132n_sn scaled	mct1sit4_132c_sn scaled	mct1sit4_133n_sn scaled	mct1sit4_133c_sn scaled	mct1sit4_134n_sn scaled
THO1	8.31579	8.15831	10.4345	9.31222	9.14376	1.80849	2.68311	2.60743	7.05143	6.96906	7.29572	8.29386	7.01456	2.544	6.32135	2.04639
GPI13	6.43562	8.99713	8.24287	7.85523	5.84713	5.15635	4.59576	5.7981	7.66353	7.18289	5.32694	5.59934	8.50777	4.79259	5.75484	2.24392
SKG3	8.44921	6.32153	7.04828	8.78888	8.34863	4.74349	5.52428	6.83194	6.35999	6.31182	6.03283	6.29907	5.49471	4.77781	5.29749	3.37004
RSC8	15.0382	6.91191	5.57241	4.35482	21.4217	2.30924	1.52647	2.30544	7.53748	7.61336	4.73941	6.14393	8.87953	1.74581	2.64105	1.25922
MDJ2	4.64854	7.76101	7.57096	6.82629	4.19142	7.61429	7.06452	8.45919	4.20105	5.02845	6.20347	6.4589	4.1127	5.66005	6.27506	7.92411
PUS1	8.95034	6.49026	8.71084	7.20477	7.24947	3.88891	4.17482	3.58435	6.69029	6.3032	6.43447	6.17304	6.99605	5.75395	7.85172	3.54352
FKH2	12.5986	9.56142	7.49629	7.24587	12.0266	2.26566	1.99159	2.32443	6.38933	9.42255	6.29215	7.98571	6.66752	2.16633	3.98456	1.5813
ARO4	7.79434	8.63271	9.6633	7.57025	4.26412	2.76068	5.22621	2.86732	6.03506	6.75254	7.81967	6.83378	7.24054	5.26574	7.80972	3.46403
RPP1B	6.68891	6.48763	7.45065	4.47155	6.92302	7.06948	7.79861	6.48118	6.52497	5.0604	5.73744	3.13354	8.86395	6.03325	6.00193	5.27349
YLR057W	12.9829	7.19088	6.16609	9.54164	6.12979	4.46181	3.37132	4.91454	12.6502	5.86362	5.05042	5.67768	6.70197	3.31847	3.85697	2.12168
NUP85	13.2792	6.3859	6.82443	5.79616	16.021	2.65085	2.02801	1.77846	8.94886	5.65525	6.02934	5.64566	10.0663	2.74777	4.42835	1.71447
TRS85	8.9863	8.7876	7.52589	11.4999	4.85055	3.21297	2.86422	3.55346	7.90877	7.12916	6.76191	8.15106	6.47526	4.06199	6.10571	2.1252
TIF4632	11.5862	5.80068	7.17616	6.89524	10.0955	3.27819	4.01698	4.04986	6.25503	7.54001	6.6515	5.15611	6.92557	4.53711	7.86531	2.17056
RVB1	10.6806	9.08892	8.46768	8.66743	7.82715	2.41956	3.48216	2.44596	7.17322	10.4258	7.07562	5.36052	6.64904	3.23906	5.00374	1.99363
YLR211C	6.43907	7.40195	7.24697	7.74598	5.88985	4.45645	4.71193	4.94792	3.63525	5.64184	6.75152	7.43541	7.72403	7.2646	9.46341	3.24383
YOS1	7.62573	8.62209	7.8931	9.67763	5.82712	4.23284	3.86107	5.00011	8.6511	7.08623	5.91318	5.86361	7.71474	3.60183	6.39107	2.03854
TYS1	7.67245	6.66968	9.03301	7.3894	5.35382	3.24483	5.84342	3.88463	5.99472	6.10006	7.00798	5.92653	7.7318	5.353	9.72971	3.06496
NRK1	7.46199	9.74891	6.78439	11.576	2.64248	2.9545	3.71726	3.01084	6.82092	8.26855	6.59678	7.24983	4.79359	6.67868	4.37479	7.32045
LSP1	6.65596	5.12882	5.39878	5.61385	10.1202	11.1569	8.70411	10.7539	4.88525	4.55464	5.19123	3.91294	4.92531	5.15445	4.07112	3.77247
JIP4	7.83641	5.54437	4.99783	4.76079	11.9647	8.78904	7.51899	6.42126	4.42281	4.90924	5.3603	4.11947	5.75539	7.98027	5.08818	4.53092
KRT75	5.22188	11.3562	9.21728	10.0066	1.80722	5.58211	4.26871	4.43525	7.24033	5.47113	7.24735	9.14337	3.13115	4.61522	6.31073	4.94548
FPK1	7.22091	6.80667	7.33843	7.0641	5.99791	7.06016	7.62245	8.0316	6.78367	7.49781	5.24397	3.57546	4.12158	6.06916	4.4162	5.14992
MFB1	8.68424	6.24296	6.74196	6.05478	9.08816	8.3378	6.44625	5.23106	4.93911	3.78991	7.11197	6.67058	6.70608	6.86656	0	7.0886
RPC82	9.57454	5.65063	3.20738	4.58977	15.409	11.8645	11.9503	7.2895	6.68086	4.37682	3.04589	4.57693	5.02879	2.29626	2.49345	1.96546
SRP72	7.51374	5.64755	6.16936	7.50195	12.8958	4.1478	5.9591	6.23389	5.56685	6.58506	5.03621	4.58108	7.65937	4.60367	7.05351	2.84504
SWT1	11.023	4.82502	7.87233	7.89281	7.05294	2.66756	6.26951	4.47047	5.40868	8.02609	8.07941	4.12487	7.22876	4.51273	7.74919	2.79664
RKM1	5.40531	7.58482	9.56981	8.61598	4.43223	3.10035	4.03664	5.09415	4.44199	7.23656	7.19884	6.39473	6.11498	6.78918	9.87883	4.10561
EDE1	5.34909	5.21211	5.7792	4.61677	8.83216	7.11033	12.7014	6.89632	3.52231	4.96493	4.83038	3.67051	5.02522	10.0097	4.80826	6.67127
GPI12	7.17297	7.99917	8.46444	8.98894	5.757	4.35728	4.12482	5.00186	8.04111	6.7601	5.40709	6.23584	8.57588	4.43217	6.35563	2.32571
PUF2	9.12002	6.2539	6.16518	6.52218	7.39244	4.34876	5.71355	5.91452	5.64541	5.89603	5.935	5.24822	6.89473	6.62292	8.71278	3.61436
STT4	7.39294	5.69657	5.96555	6.48964	8.89895	9.21403	7.36652	10.2329	4.76498	5.06002	5.77517	5.07947	4.40435	5.95361	4.1747	3.53057
MNN1	15.106	8.73343	8.6548	11.1782	2.24716	1.61943	1.61556	1.84548	15.2295	6.5924	5.977	7.55094	5.88868	2.67455	3.66143	1.42549
YDR379C-A	9.41095	13.8434	10.4753	9.10311	1.03691	2.17564	2.33619	2.10018	7.2657	7.23648	11.0929	9.0711	0.889627	6.66972	1.2158	6.07705
RSC58	15.3165	6.55964	5.54783	4.08893	21.7168	2.33817	1.8676	2.70221	7.58016	7.60034	4.35012	5.9692	8.8501	1.82783	2.79673	0.88782
CBK1	10.3337	9.3492	8.18128	7.58231	8.51726	3.88445	4.77538	3.89185	5.44123	9.47682	7.76498	5.96969	4.58534	3.9061	4.01906	2.32139
TRS20	11.2364	9.44668	5.66682	8.97877	5.0861	2.83421	3.85944	5.43884	8.31286	7.58749	6.50516	6.14755	6.19212	3.47801	6.27181	2.95779
RPL36B	7.26998	7.31429	8.81029	9.33296	6.13259	2.67024	3.39441	3.98852	7.39536	7.16616	6.00104	5.8882	9.0956	4.63078	8.7328	2.17679
GPR1	6.70079	6.10629	7.6255	9.0096	6.79299	5.53016	5.93932	7.10956	4.77472	6.15071	7.24459	5.62313	5.48435	5.91315	7.15389	2.84122
CDC36	9.52305	5.58812	8.12929	6.62797	7.59764	4.72314	6.99263	4.143	5.80534	7.86743	6.98034	3.47407	6.40574	5.83911	7.06698	3.23615
TOM5	5.20581	6.68974	6.80584	7.14677	6.68666	8.90358	7.37752	9.89561	5.4056	4.77672	5.39121	5.30364	4.0389	5.01049	4.97662	6.38529
BST1	8.46507	8.86451	7.85775	9.56567	4.89921	4.28193	3.80398	4.16123	8.83401	7.09056	5.68144	6.46101	7.58642	4.0788	5.87763	2.49077
PBN1	6.90857	8.43698	8.92653	7.42058	5.17564	4.87825	4.35187	5.37953	8.21789	6.72205	5.17647	5.47199	9.33178	5.17554	5.78716	2.63918
SKI6	8.53688	6.61776	5.48437	6.80193	12.4105	2.17447	5.27575	6.07298	5.22616	5.02036	6.28328	5.61896	7.85054	4.59805	9.30197	2.7261
RPL17A	7.0858	7.58014	9.85094	8.79139	5.36452	2.9421	3.49302	3.34482	7.79624	6.81013	6.31628	5.95248	9.19512	4.95401	8.17271	2.35031
YMR187C	4.95624	6.93015	6.65092	8.10454	5.03957	7.53853	7.2165	8.60861	4.5166	4.7493	5.54888	6.63896	4.89946	5.179	7.67356	5.74918
THI7	8.07207	7.49396	9.35478	10.8441	5.03749	3.4901	4.61773	4.85446	6.21194	7.24882	8.25313	7.0812	5.65643	3.2983	6.76758	1.71788
PRE6	8.21191	7.36217	8.85008	7.28999	8.37948	2.47667	4.62476	2.54958	6.41208	6.35044	7.11784	5.64817	8.41915	5.25891	7.74022	3.30856
NPL6	17.219	6.64407	5.51773	4.01112	21.8596	1.89381	0.915573	1.71834	8.57126	7.76153	4.69172	5.85252	8.82637	1.3086	2.29831	0.910455
ERG24	5.9603	8.49576	9.38561	7.04163	5.84236	5.31816	4.96587	5.30453	6.65001	7.15707	5.98226	5.06818	8.4862	4.97965	6.91138	2.45104
TIM12	5.85418	9.56959	8.78635	8.54079	4.54552	8.30861	7.24018	8.41944	5.52012	5.55489	6.83474	8.44524	2.31909	2.964	3.1629	3.93437
RRP36	8.96437	5.59412	6.60903	5.54831	23.3156	3.87262	3.02173	3.71744	6.2561	4.9185	5.15342	5.16643	8.10372	2.84167	5.09023	1.82666
AYT1	3.97935	6.3969	5.19567	6.97864	7.04015	12.5554	9.97372	15.1983	4.7287	4.2661	4.15845	4.9846	2.27607	5.58294	3.05145	3.63359
RPL20A	6.98264	7.4028	8.31528	8.09005	6.14355	3.30828	3.90444	3.95563	7.18237	6.59904	5.36409	5.61803	10.1857	5.99636	8.1103	2.84145
GPI18	5.44992	8.56971	8.73279	9.78974	4.53278	4.2038	4.24981	4.646	6.44515	7.5376	5.68126	6.4993	8.28389	5.19613	8.24703	1.93511
KRE2	14.0794	7.22216	6.84966	9.51547	5.35003	4.18615	3.3621	4.16157	14.4872	4.73217	4.57425	6.48567	7.10556	2.92513	3.44886	1.51461
SEC2	6.96872	5.65335	5.34973	5.07777	9.24927	7.8765	7.11383	8.37879	4.54841	4.75958	4.92469	4.29579	5.94628	7.1789	5.41995	7.25844
GCN3	8.70881	7.25428	7.47607	7.64517	5.73733	2.28153	4.38708	3.89709	7.6624	6.73618	5.90345	4.68099	8.77847	6.10554	9.52208	3.22352
GUP1	6.25061	7.98582	8.46282	9.19202	5.4515	4.55063	4.38355	5.2285	7.30551	6.72321	5.62938	5.96795	8.70593	4.61931	6.90423	2.63905
GGC1	6.44262	10.5958	9.87597	10.0306	2.902	4.87738	4.9559	5.0214	6.57215	6.23991	7.59446	9.27877	3.04052	3.31671	5.17043	4.08542
FAS2	7.49179	6.96693	9.35027	8.15901	4.46614	2.01296	4.21711	3.16958	5.21273	6.79068	7.31306	6.35676	7.45446	6.82123	10.6356	3.58169
ACS2	10.832	9.83241	9.99141	9.14352	5.0088	2.43641	4.16431	3.51689	7.14244	8.85065	8.36515	7.59792	3.49372	3.04019	4.66987	1.91433
PRP39	8.88639	6.3607	5.66543	8.23451	12.8288	4.32614	3.32283	11.4677	5.80046	6.22356	6.0452	5.32603	4.85164	3.89493	3.54542	3.22023
RSC2	15.2549	7.5093	5.92144	4.44579	20.9428	2.13858	1.3524	1.92256	7.40699	7.80174	4.77144	6.61181	8.62921	1.63271	2.30421	1.3541
MDS3	8.67927	8.80578	8.36085	10.0437	4.9721	2.83046	4.09937	3.89698	5.6965	9.25861	7.32308	6.52254	5.73274	3.89629	6.47247	3.40921
ASF1	9.42253	5.13309	10.0788	10.6442	5.12834	1.22727	4.26328	2.49476	6.30296	7.13005	6.94269	7.92907	5.74331	3.90362	11.4461	2.20996
RPL31A	7.24551	7.8362	9.03229	8.73515	6.0294	2.70711	3.4985	3.66944	7.30353	6.95799	6.01729	6.07291	8.87816	4.89227	8.60104	2.52321
RPL33B	7.47533	7.65128	8.56645	8.88122	6.41729	2.85044	3.60726	3.70153	7.58734	6.79116	5.76329	5.98916	9.31621	4.50861	8.505	2.38842
RPN12	7.1752	5.92479	8.15382	10.3657	8.03426	2.96451	4.03877	4.16916	6.05232	6.87168	7.14545	5.28078	6.27702	3.82882	11.1961	2.52169
TSC13	6.55577	8.51056	8.62822	8.53674	4.83791	4.92426	3.86064	5.22879	7.02303	6.76896	5.55028	6.47603	8.34486	4.96606	7.17574	2.61216
SEC62	6.81696	8.59395	8.80534	8.67632	5.82576	5.01646	4.47447	5.59992	7.59713	7.24955	5.59445	5.88789	7.73875	4.19878	5.82151	2.10276
IRE1	8.50342	6.52435	5.49949	5.6369	10.2453	8.56609	6.72079	7.84428	7.8931	5.0912	3.88209	4.07188	7.28191	5.45334	4.01083	2.77498
TMA7	7.07968	9.23965	8.92751	9.42539	5.50681	3.34789	3.66898	3.64855	3.9138	7.44886	8.32942	8.05234	5.1804	5.08786	8.49446	2.6484
RPL15A	7.85529	7.6442	8.68489	9.51887	6.27691	2.78173	3.17264	3.30838	7.69941	7.23338	5.95342	6.08239	8.77233	4.2158	8.83864	1.96171
CTK3	9.10513	5.8613	8.84588	3.65592	22.5776	1.67529	3.55646	6.15301	6.28512	5.15294	7.25269	3.28654	5.2145	5.53493	2.77727	3.06543
YKL151C	6.10044	9.58263	9.42949	9.58537	2.21659	1.66841	2.14958	2.89037	6.14977	7.04958	6.8935	7.66695	8.62308	6.20094	8.31951	5.47377
YPD1	10.4184	6.0816	8.42229	7.20593	5.66721	3.03063	4.88695	3.34729	7.29346	5.8645	7.42507	5.11486	7.02606	4.79671	9.82555	3.59345
RPL6B	7.51609	7.62833	8.97544	8.68698	6.28913	2.737	3.61807	3.65121	7.8714	6.90807	5.65431	5.8016	9.24244	4.65474	8.50777	2.25743
COG3	8.67908	10.3328	8.37927	6.43253	5.48259	3.5481	4.17809	4.73113	6.80762	8.66337	6.60763	4.96692	6.45398	5.2392	5.31508	4.18258
RAX2	7.07329	5.70226	6.66569	6.2805	8.71835	9.35277	7.63982	7.3865	3.99042	4.97543	6.37347	5.22633	5.74901	5.64591	5.96095	3.25929
APE4	4.82543	4.16412	5.07167	4.40215	9.41076	9.26507	9.83981	8.48627	3.49238	3.65614	3.74717	3.86458	5.742	9.60105	6.07433	8.35709
GGA1	10.4538	8.02107	8.21356	8.84615	5.27614	2.12014	3.61942	3.06489	5.74404	8.60097	7.64177	6.40391	6.50389	4.46568	7.71159	3.31296
TOM40	6.75731	8.98564	7.78085	6.43955	5.37231	7.26161	7.21772	5.72846	6.85095	4.80114	5.69121	6.58677	6.07806	4.14803	4.91971	5.38067
PRE1	7.06005	5.85909	8.30116	7.60137	9.68938	3.34895	5.02802	4.34218	5.35087	6.38451	6.41016	4.8724	6.90807	5.96556	9.60218	3.27602
STU2	11.2007	8.05909	8.56962	9.48078	9.09397	2.17544	2.37397	2.58745	4.91807	8.80262	7.4218	8.65159	5.0912	2.99396	6.18068	2.399
RPL33A	7.10679	6.96819	8.78134	9.70497	6.09639	3.25023	3.97375	4.4745	7.2416	6.76956	5.52903	6.45589	8.21622	4.75041	8.11218	2.56896
ERG13	9.41431	7.09253	9.98335	8.33639	5.42142	3.88	5.30978	4.80776	6.50906	6.54753	7.71922	7.02099	5.03388	3.56812	6.94653	2.40914
TOS3	7.63722	6.83792	5.56839	5.75703	7.37742	7.91811	5.92081	6.71009	7.53841	5.08608	3.64421	4.31192	7.40161	8.58474	5.5204	4.18562
ERP1	7.43458	8.06127	8.35839	7.23973	6.25475	6.15603	5.29752	6.449	7.8049	6.47521	5.33791	5.18051	7.39785	4.34959	5.42125	2.78151
ARV1	6.81787	8.18298	8.26051	9.38124	6.10137	4.68801	4.42305	5.38697	7.55286	6.73353	5.16066	6.56711	8.48753	3.71642	6.17995	2.35993
CDC15	9.77233	11.3357	8.45799	13.6951	4.00779	0.522908	1.77851	1.50445	7.52902	10.7436	7.38159	8.80122	5.08559	2.28439	5.98319	1.1167
YLL032C	11.5375	7.0398	7.55806	7.26884	7.03495	3.66902	4.36129	4.34199	8.16455	6.41549	5.81058	6.21397	6.9296	4.13798	6.73328	2.78312
RPL27B	7.88411	7.74914	9.41484	7.38493	6.53064	2.50241	3.57047	3.43715	7.78724	6.66557	5.61474	5.75534	10.3441	4.58854	8.23016	2.5406
SPO7	6.77033	8.37388	8.15203	8.74765	6.45712	5.8311	4.8309	6.39436	7.73004	6.50358	5.51073	5.75191	7.7944	3.66451	5.45561	2.03185
FMP30	5.57435	9.50111	8.46019	8.5172	2.48937	4.52607	4.40645	4.66457	5.64392	5.42991	6.41631	8.00541	5.54162	6.17565	7.72636	6.92149
SVP26	7.41229	8.94917	8.64616	9.23259	5.15677	4.22936	3.94888	4.3543	8.18961	7.67743	5.50668	5.86137	8.00661	4.12728	6.68397	2.01753
APT1	11.2754	7.07848	9.4897	4.79166	6.11837	3.97776	6.61525	2.54009	8.34115	5.34386	7.64788	4.61946	9.90212	4.0002	4.767	3.49165
CAB3	7.11443	6.40024	6.96552	5.99857	8.43418	6.46662	7.27755	7.07014	5.42363	5.20495	5.32962	5.07443	5.35452	6.95556	5.16518	5.76487
RPL25	7.80914	7.47776	8.99337	8.5546	6.39482	3.18777	3.8576	3.26884	8.36996	6.74943	5.65561	5.30573	9.83506	4.59561	7.61092	2.33377
SEC61	6.7762	8.49273	8.17268	9.27146	5.60403	4.91129	4.48277	5.31504	7.61877	7.00677	5.25471	6.09302	7.99093	4.44656	6.46285	2.10018
TDA3	8.65329	6.6328	8.95594	6.32335	4.77606	2.51746	5.24263	3.03398	6.07296	5.85956	6.88101	5.4533	9.44183	6.47719	9.56946	4.10917
RPG1	9.65831	6.96003	8.76858	8.18461	5.38149	2.3899	4.5479	3.41001	5.65146	7.87912	7.30733	5.81402	7.06956	5.41648	8.47692	3.08427
HEM12	8.279	7.36575	8.23655	8.11193	4.95882	4.09976	4.90495	5.00218	7.37115	6.36102	5.85869	5.803	6.76166	5.2221	8.10427	3.55917
RRP3	11.2559	8.36785	7.37146	8.34285	15.3744	2.3247	2.08635	2.67257	8.04331	7.92884	6.77615	5.28231	6.32829	2.21562	4.43658	1.19273
YIP1	6.47097	8.81969	6.60965	10.4135	5.67762	6.45356	3.50833	6.25517	8.31564	5.43123	5.80672	6.07377	9.49362	3.04264	4.32005	3.30784
SUA7	14.1859	9.95641	7.67671	4.86825	15.6529	1.70033	0.959923	0.930681	10.7037	6.71379	5.71773	5.95948	8.45048	2.30681	4.21682	0
YLR257W	6.74654	5.91272	8.83101	7.34505	4.37438	2.82443	5.09094	3.96739	5.26326	6.37408	6.10573	5.12424	6.99638	8.72421	10.826	5.4936
RPL12B	8.70478	7.96127	9.15109	7.71733	6.72642	2.77968	3.66551	2.917	8.99766	6.74232	5.29543	5.55401	10.1824	4.22976	6.89508	2.48032
GPI17	6.38809	8.96508	8.93552	9.24437	5.72535	4.68455	4.57356	5.15918	7.78303	7.26733	5.37142	6.15734	7.49617	4.23836	5.79779	2.21286
HRD3	6.5891	8.02192	7.86337	8.53585	6.07354	5.61073	4.75954	6.31165	7.6813	6.15177	5.063	5.6585	8.11018	4.81211	6.05526	2.70218
DCW1	10.7411	7.15529	7.80219	6.17887	7.99911	8.00919	6.09343	3.85331	9.40819	3.91356	6.2091	5.68091	6.52005	3.52889	4.33412	2.57271
ERG8	7.74502	7.66875	8.89986	8.83955	4.36222	2.26433	5.60892	4.33849	5.45735	8.06913	5.77087	6.91975	6.75579	6.40612	7.59837	3.29547
LEM3	8.04371	7.27614	7.51476	10.0142	6.22193	5.16448	4.19584	5.65468	7.12029	6.29485	6.46613	6.0905	6.11341	4.74785	6.63581	2.44541
MAP2	7.79643	6.60211	7.85135	9.47433	5.15239	2.60335	4.66144	4.75033	6.13055	6.37082	6.09792	6.47304	7.57265	5.03682	9.62179	3.80468
KIN28	9.35656	10.5018	8.7237	12.6537	5.11489	1.37935	2.24218	2.30427	7.81893	10.865	7.59557	6.30642	5.6184	2.95687	4.99124	1.5712
YNR040W	4.84762	7.44079	7.85604	6.08548	5.64948	8.80894	8.36137	8.97734	4.49999	4.71605	5.85957	5.6505	4.72727	4.93071	5.55604	6.03281
DOG2	7.14051	5.87333	8.41505	6.96418	5.49191	4.71127	6.80487	5.254	5.18436	5.69488	6.33454	5.21313	7.04624	6.28161	9.55742	4.03271
GPM2	6.55769	5.43471	7.76502	6.88461	5.91813	4.51568	7.18014	6.486	4.95705	5.3059	5.97197	4.80647	7.2764	5.46385	10.7464	4.72998
DRS2	8.74329	7.88654	7.8354	9.43152	6.15525	5.004	4.46814	5.42558	8.39285	6.66866	5.85001	5.85876	6.5933	4.03784	5.29208	2.35678
RKR1	10.3388	7.69663	8.84945	9.28304	7.61397	2.41876	3.33759	3.39696	5.9629	7.76482	6.47343	8.36274	6.49073	3.6671	6.09208	2.25104
GYP5	7.76405	4.9107	6.96025	5.78646	8.73459	3.0405	5.79993	3.40169	4.53935	5.45228	5.64155	4.43575	7.71121	9.64107	10.2859	5.89475
CNE1	6.41676	7.39571	7.43706	6.28243	7.84911	7.25766	6.1685	9.02783	7.29391	5.56977	4.68185	4.18142	7.72446	4.81455	5.12066	2.77831
RPL14A	8.45405	7.91778	10.056	8.59359	5.92097	2.7222	3.3418	2.35363	8.01938	7.16504	6.4126	6.02981	9.63112	3.67048	7.22825	2.48332
CTS1	8.00064	7.31501	7.74346	7.28199	7.74546	7.12401	7.87229	7.82956	7.58007	6.09506	5.42629	4.82048	3.92141	5.01089	3.29787	2.93551
PRP42	11.245	7.00986	6.23422	8.99767	15.6067	1.05882	2.73605	2.16669	4.20342	9.08398	6.28912	6.81728	6.23812	3.12322	7.46609	1.72368
NOP13	10.8555	6.01512	6.79244	9.82283	17.1814	3.09845	2.5468	3.09356	6.85367	6.4565	5.78333	7.29273	5.8612	2.21163	4.80386	1.3309
AIM43	4.72175	8.32716	7.23145	6.63814	4.51988	8.51599	7.65037	8.82103	4.39507	4.95658	5.19586	6.66309	4.75757	5.1744	5.93864	6.49302
CET1	11.5107	8.51858	7.11836	6.84023	16.2222	1.78298	2.12573	2.92795	7.02967	6.84123	6.08579	6.81924	6.77431	3.18873	4.3842	1.83008
YHL017W	11.7763	7.54578	7.77769	6.52144	5.79185	5.18993	4.62948	2.54689	10.4652	5.57174	5.66217	4.7745	8.80613	4.8171	4.05227	4.0715
FMN1	7.16663	7.71933	7.58554	7.74939	7.50454	6.60131	6.50786	6.98775	7.57677	5.80294	5.5401	4.87418	6.67562	4.23213	4.67406	2.80185
SAP185	10.0749	5.50232	9.05898	8.5581	4.68585	1.59433	3.87597	3.55492	6.22412	6.1732	7.86621	5.86617	8.27752	5.55637	9.27279	3.85825
RPL16B	8.35791	7.97638	9.48902	7.98387	6.56081	2.60364	3.77865	3.04363	8.63387	6.71965	5.64593	5.59628	9.9055	4.12348	7.43433	2.14705
ZTA1	7.26987	5.61765	5.87437	6.08793	10.2736	8.58969	7.34313	9.67139	5.33624	3.68952	4.80791	5.71412	6.53862	4.65163	5.58703	2.94728
COX20	5.98591	8.06604	7.36338	5.06348	5.09918	8.52932	8.02436	7.24801	5.46983	4.76339	5.46975	5.12432	5.50763	6.07814	4.55973	7.64754
DPM1	8.23529	8.43025	7.3177	7.77117	7.56032	6.21695	5.11361	5.62219	8.13801	6.30668	4.97217	5.55883	7.8182	4.01286	4.87552	2.05025
YFR018C	4.81145	3.0986	4.23048	3.35105	12.9955	12.921	10.4432	14.2051	3.25636	2.7807	3.00126	3.14071	3.55918	7.31729	2.94514	7.94298
ECM33	7.65634	10.1765	11.6343	9.35049	2.63838	2.53275	3.35282	2.4732	6.78016	5.77404	11.2976	6.66195	5.71786	4.15644	7.26031	2.53675
VPS27	3.47248	2.87952	6.11949	5.007	6.39686	9.85229	8.28577	13.0039	3.77067	3.14725	3.74197	3.0783	5.90212	8.0562	8.37296	8.91322
YKL027W	4.82939	7.88666	6.92569	5.5428	5.72213	9.21703	8.32652	9.54748	5.22466	4.57864	5.33262	4.65899	4.77274	6.44686	4.85859	6.12918
SAH1	8.10052	6.96536	9.60802	8.46426	4.69528	3.29727	5.5075	4.49793	6.09329	6.7904	6.81247	6.34399	6.35441	5.10557	8.25274	3.111
PEX25	8.88834	7.38988	6.04236	8.54262	7.803	6.99764	5.03475	6.81965	8.02367	5.62815	5.1267	5.46788	6.23662	5.15197	4.22064	2.62613
NPR3	8.60978	7.60226	9.39451	6.66969	5.36653	1.7466	2.29301	2.91466	4.41122	6.9596	6.9297	7.04452	7.93429	7.11983	10.9641	4.03971
UBX2	6.75056	8.68809	8.55976	8.23813	6.83432	5.75153	5.30815	5.90935	7.22797	6.58232	5.42113	6.05717	6.84409	3.88717	5.40112	2.53914
CBP4	4.79157	7.15286	6.70089	5.44635	6.04099	10.7836	10.1291	11.4318	4.51959	4.26412	4.98508	5.12424	3.17504	5.70248	2.8382	6.91403
VTH1	7.10355	7.61604	8.42175	6.40956	7.14586	6.46562	6.175	6.31527	8.03428	5.22343	5.34675	4.56543	7.00725	4.89974	6.42192	2.84857
TOM1	9.00992	8.09092	7.97314	8.33257	7.09218	2.61096	3.58465	3.64591	5.99449	7.21525	6.79055	6.19006	7.35469	5.265	7.79541	3.05431
RSA3	14.5018	3.56324	3.66113	5.05929	24.4571	4.11881	3.14619	3.27188	7.48011	4.5879	4.52284	4.4086	9.83524	2.12674	4.23721	1.02191
SPF1	7.21453	9.21802	8.76957	8.83393	5.66658	4.59634	4.22846	4.63951	8.28008	7.02967	5.44324	5.92637	8.14885	4.24942	5.8046	1.95084
PNG1	10.4353	10.2905	9.4217	9.42498	3.20568	2.25116	3.09075	3.18217	7.18473	7.2115	8.58221	8.02737	5.49735	3.50475	5.97173	2.71813
RPT5	10.7903	5.82743	7.98871	5.66803	9.71963	2.32838	4.89168	2.39443	6.70066	6.06222	6.58271	4.36556	9.36225	5.61438	8.22097	3.48262
RPL21A	7.56403	7.81866	8.80761	9.30133	6.26976	2.71166	3.68353	3.80406	7.46605	6.90851	6.03694	5.81169	8.19452	4.69732	8.6422	2.28212
SEC63	7.50206	8.61933	9.02076	7.96269	6.8369	5.29199	5.03071	5.24956	8.83723	6.64304	5.4617	4.97432	7.9497	3.94959	4.77806	1.89235
AIM13	8.09903	8.77888	8.25452	6.17345	3.82613	6.18349	6.2598	4.45603	7.60667	5.75604	5.40511	5.73406	5.71271	6.26461	4.12811	7.36136
YNL122C	8.8875	7.06388	8.48151	9.06799	5.25844	2.42951	4.09739	3.50389	6.06801	7.29347	6.44914	6.40772	7.07889	5.60542	9.16911	3.13814
AVO2	9.16986	6.64616	6.98417	6.55193	10.5091	5.0517	5.57181	7.59436	6.17984	4.4828	6.29524	6.01266	5.82603	6.27339	2.82767	4.0233
YPR010C-A	18.4532	9.43379	8.02553	4.66575	3.98015	4.36507	4.8491	1.98472	19.9667	3.20364	3.92384	4.66052	5.18929	2.05469	1.83123	3.41277
KTR5	11.6134	7.26337	8.25249	10.6805	7.23834	4.35704	3.17503	5.4053	12.9398	6.12531	4.81006	5.71012	4.77669	2.27267	3.10771	2.27211
FAB1	7.75012	10.2826	9.26581	9.42314	5.05639	1.94835	2.34109	3.02636	7.05822	7.74931	6.72666	7.1979	6.92913	4.43066	8.57554	2.23873
POL30	12.0724	5.85272	8.15742	7.70334	6.33293	2.61308	4.18391	3.14573	6.63673	6.87968	6.44366	6.46295	7.95989	4.24574	8.82329	2.48648
PKH3	7.96083	7.80273	4.91859	8.34888	10.1839	6.89756	6.79084	7.88203	5.36879	8.72974	5.73716	2.86277	3.42893	5.05145	4.27376	3.76203
TAF5	15.439	7.78942	5.73538	4.99232	19.0433	2.27332	1.60527	1.88209	8.06226	7.60341	5.15812	5.7198	8.41665	2.23201	2.92579	1.12178
POP7	3.76422	6.50525	9.32628	13.3026	4.17258	4.25581	2.97667	6.8358	5.53543	7.52815	5.78572	6.86422	6.59089	5.55227	7.27333	3.73075
YGR266W	6.61725	8.3444	8.04613	9.24807	6.27458	6.54958	5.77115	7.81073	5.77052	6.05	6.62051	6.76653	4.18977	4.06897	4.92906	2.94274
